title,label
"Halte TransJakarta depan Polda Metro Jaya Dibakar",real
"Aksi Massa Masih Membara di Sejumlah Kota, Jakarta-Surabaya-Makassar",real
"Prabowo Kunjungi Rumah Duka Affan Kurniawan Malam Ini",real
"Kejuaraan Dunia U-21: Kalah dari Brasil, Indonesia Lawan Thailand",real
"Demo Ojol di Solo, Belasan Orang Dilarikan ke Rumah Sakit",real
"Surabaya Masih Mencekam, Api Berkobar di Depan Tunjungan Plaza",real
"Ayah Affan Minta Keadilan, Titip Pesan untuk Mitra Ojol dan Mahasiswa",real
"Lebih Aman Mana, Telur Rebus Matang atau Setengah Matang?",real
"Cerita yang Mengais Rezeki di Titik Api Demonstrasi Jakarta",real
"VIDEO: Ketua DPR Puan Minta Maaf ke Affan Kurniawan dan Rakyat",real
"Hasil Kejuaraan Dunia U-21: Indonesia Kalah 1-3 dari Brasil",real
"Mauro Zijlstra Resmi Jadi WNI",real
"Nike Kembali Berencana PHK Karyawan",real
"FOTO: Aksi Massa Membara di Berbagai Daerah Indonesia",real
"Lalu Lalang Kendaraan Bakal Dibatasi Saat Libur Panjang Pekan Depan",real
"Kapolda Beber Nama 7 Brimob di Dalam Rantis Pelindas Affan",real
"VIDEO: Demo Memanas di Polda Metro Jaya",real
"BPJS Ketenagakerjaan Beri Santunan Rp70 Juta kepada Keluarga Affan",real
"VIDEO: 4 Korban Demo Ricuh Masih Dirawat di RS Pelni",real
"Usai AS, Kanada Ikut Peringatkan Warganya di RI Imbas Demo Protes DPR",real
"Perkuat Gerakan Zakat, Menteri hingga Gubernur Raih Baznas Awards 2025",real
"Mendag Tetap Buka Keran Impor Etanol Tanpa Kuota Meski Diprotes Petani",real
"Komdigi Tegaskan Tak Ada Upaya Batasi Medsos Saat Demo 28 Agustus",real
"Ekonom Nilai Demo Tak Ditunggangi, Murni Dipicu Kondisi Ekonomi RI",real
"25 Motor Hangus Terbakar Imbas Demo Ricuh di Grahadi Surabaya",real
"Tangis Haru Putri KW Usai Lolos Semifinal Kejuaraan Dunia 2025",real
"VIDEO: Polri Akan Usut Tuntas Kasus Mobil Brimob Lindas Ojol",real
"Apa yang Terjadi pada Tubuh Jika Terkena Gas Air Mata?",real
"Marinir dan Kopasgat Bantu Pengamanan Demo di Kwitang",real
"Massa Ojol Kupang Aksi Damai Nyalakan Lilin, Makassar Blokade Jalan",real
"Grab Beri Perlindungan Hukum dan Santunan ke Ojol Affan dan Umar",real
"Situasi Terkini DPR: Massa Bertahan, Molotov & Gas Air Mata Berbalasan",real
"VIDEO: Puan Maharani Sampaikan Keprihatinan Terkait Aksi Unjuk Rasa",real
"Putri KW Lolos ke Semifinal Kejuaraan Dunia 2025",real
"Review Film: Panji Tengkorak",real
"VIDEO: Demo Bandung, Rumah Sebelah Gedung Sate Terbakar",real
"Baznas-BPS Sinergi Data Perkuat Efektifitas & Akurasi Distribusi Zakat",real
"Kemendag Akui Ritel Masih Takut Jual Beras Premium Usai Kasus Oplosan",real
"Media Asing Soroti Demo Solidaritas Affan Kurniawan di Indonesia",real
"Hasil Drawing Liga Europa: Aston Villa vs Go Ahead, Roma vs Celtic",real
"Ketua DPR Puan Maharani Minta Maaf: Kami Berbenah Dengar Suara Rakyat",real
"Kozystay Resmi Akuisisi BaliSuperHost, Pimpin Industri Sewa Pendek",real
"Puan Maharani Sampaikan Duka Cita dan Minta Maaf, Janji DPR Berbenah",real
"Bau Gas Air Mata Sempat Ganggu Indonesia vs Vietnam U-16 di Manahan",real
"FOTO: Massa dan Ojol Kembali Geruduk Mako Brimob Kwitang",real
"Tak Cuma Buah-buahan, Ini Rekomendasi 5 Ikan yang Tinggi Kalium",real
"Angin Berubah Arah di Solo, Brimob Kocar-kacir Kena Gas Air Mata",real
"Bahlil Sarankan Shell- BP AKR Beli BBM ke Pertamina Jika Stok Kosong",real
"Situasi Terkini Demo Solidaritas Affan di Polda Metro Jaya",real
"Argentina vs Venezuela, Laga Kandang Terakhir Messi Sebelum Pensiun?",real
"Nissan Resmi Akhiri Produksi Massal Sang Legenda GT-R R35",real
"VIDEO: Suasana Haru Warnai Pemakaman Affan Kurniawan",real
"VIDEO: Pemeriksaan 7 Anggota Brimob Pelindas Ojol Disiarkan Live",real
"Sinopsis Shattered (2007), Bioskop Trans TV 29 Agustus 2025",real
"VIDEO: 7 Anggota Brimob Terkena Patsus, Usai Insiden Driver Ojol",real
"Bos hingga Karyawan Gojek Beri Santunan dan Beasiswa untuk Adik Affan",real
"Pagar Polda DIY Jebol, Massa Solidaritas Affan Terus Berdatangan",real
"BNI: Nasabah dan Karyawan Terimbas Demo di Menara BNI Pejompongan Aman",real
"Duet 2 Mobil Baru GWM Melenggang di Surabaya",real
"Demo Tunjangan DPR di Medan Mencekam, Pos Polisi Dibakar",real
"Link Live Streaming Debut Megawati di Manisa BBSK",real
"Viral Pendemo di Menara BNI Pejompongan, Bank Sebut Massa Hanya Lewat",real
"BNI Salurkan Fasilitas Pembiayaan Rp5 Triliun pada Jamkrindo",real
"5 Air Rebusan untuk Ginjal agar Berfungsi Normal dan Bebas Penyakit",real
"Demo Ricuh di Bandung, Rumah Sebelah Gedung Sate Terbakar",real
"Bedu Terima Penghargaan Artis Peduli Zakat, Ajak Warga Gunakan Baznas",real
"Transjakarta Alihkan dan Tutup Rute Bus Imbas Demo, Ini Daftarnya",real
"BNI Tutup Sementara Operasional 4 KCP di Jakarta Imbas Aksi Unjuk Rasa",real
"VIDEO: Aksi Solidaritas Affan Kurniawan di Sumut Berujung Ricuh",real
"Usai Proses Etik, 7 Brimob Pelindas Affan Akan Diproses Pidana",real
"Doa Netizen Menggema di Medsos untuk Almarhum Affan Kurniawan",real
"JK: Ini Pelajaran, Anggota DPR Jangan Asal Bicara Sakiti Hati Rakyat",real
"Suzuki Mulai Produksi Mobil Listrik Pertama e Vitara di India",real
"VIDEO: Insiden Rantis, Tujuh Polisi Jalani Pemeriksaan Propam",real
"Massa Demo di Polda Metro Jaya Jebol Dua Pagar Utama",real
"VIDEO: Satu Unit Mobil Dibakar di Depan Mako Brimob Kwitang",real
"Pegawai K/L Pusat Tetap Ngantor Meski Berlokasi Dekat Titik Aksi Demo",real
"Hasil Piala AFF Putri U-16: Indonesia Kalah Adu Penalti dari Vietnam",real
"VIDEO: Rakyat Bertanya, Tolong Jawab dengan Cinta",real
"Wamenlu Apresiasi Kinerja Baznas Bantu Masyarakat Miskin dan Palestina",real
"BNI Tutup Sementara 4 Kantor Cabang Sekitar Senen dan Kwitang",real
"Presiden Maduro: Tak Ada Cara untuk AS Invasi Venezuela",real
"Barikade Mulai Jebol, Massa Demo Mulai Masuk Kompleks DPR RI",real
"Hasil Super League: Spaso Cetak Gol, Bhayangkara SIkat Persis 2-0",real
"VIDEO: Aksi Emak-Emak di Unjuk Rasa Gedung DPR",real
"5 Rekomendasi Film Akhir Pekan, Panji Tengkorak-Grave of the Fireflies",real
"Demo Ricuh di Depan Grahadi Surabaya, Sejumlah Motor Dibakar",real
"Terima Baznas Awards 2025, Komeng Apresiasi Beragam Program Baznas",real
"Prabowo: Negara Jamin Kehidupan Keluarga Affan Kurniawan",real
"Brimob Tembakkan Gas Air Mata ke Ojol dan Massa di Kwitang Sore Ini",real
"Tol Dalam Kota Ditutup Imbas Demo di DPR, Lalin Dialihkan",real
"VIDEO: Demo Solidaritas Affan Kurniawan di Surabaya Ricuh",real
"Menko PM Muhaimin Raih Baznas Award, Ajak Sinergi Perangi Kemiskinan",real
"Pengalaman Baru Belanja di Mario Minardi, Lebih Personal dan Eksklusif",real
"Sarinah Tutup Lebih Cepat dan Pasang Pagar Pengaman Imbas Demo Jakarta",real
"Kejuaraan Dunia U-21: Brasil Lagi Menurun, Kans Indonesia Unjuk Gigi",real
"VIDEO: Ratusan Mahasiswa Geruduk Polda Metro Jaya",real
"VIDEO: Pasca Bentrokan, Jalan Otista Kembali Bisa Dilalui Kendaraan",real
"Daftar Hari Libur Bulan September 2025",real
"Viral Ojol Serukan Jangan Lindas Kami Lagi Usai Affan Tewas Dilindas",real
"Demo Memanas di Jakarta, UI Salemba Terapkan Kelas Daring",real
"Polri Ungkap Posisi Duduk 7 Anggota Brimob di Rantis yang Lindas Affan",real
"Motor Affan Kurniawan Sempat Hilang, Kini Sudah Ditemukan",real
"Propam: 7 Polisi Pelindas Affan Langgar Kode Etik, Dipatsus 20 Hari",real
"IHSG Jatuh 1,53 Persen ke 7.830 Usai 610 Saham Terbakar",real
"Polisi Tembak Gas Air Mata, Dentuman Keras Terdengar di Depan Grahadi",real
"Jusuf Kalla: Mari Semua Menahan Diri dan Menjaga Situasi Bangsa Ini",real
"Menko Pangan Bagikan 5 Ton Beras dan 136 Alsintan ke Petani Kebumen",real
"Aksi Solidaritas untuk Affan Meluas dari Medan hingga Makassar",real
"GBK Lockdown Imbas Demo DPR 29 Agustus Memanas, Pengunjung Terjebak",real
"Demo Ojol di Brimob Kwitang Kian Panas, Ada Mobil Dibakar",real
"Pengemudi Kendaraan Terjebak Demo Panas, Apa yang Harus Dilakukan?",real
"VIDEO: Viral Video Unboxing Paket Bantuan Dari Indonesia",real
"VIDEO: Demo di Gedung DPRD Jabar Panas, Polisi Disoraki",real
"BEI Buka Suara soal IHSG Ambruk di Tengah Panas Demo Tewasnya Affan",real
"PM Thailand Paetongtarn Shinawatra Resmi Dipecat",real
"Demo Mahasiswa Tembus Masuk ke PMJ: Biarkan Kami Bicara ke Kapolda",real
"Bradley Cooper dan Gigi Hadid Makin Klop, Anak Juga Akur",real
"FOTO: Solidaritas Ojol Antar Affan Kurniawan ke Peristirahatan Akhir",real
"Jose Mourinho Resmi Dipecat Fenerbahce",real
"VIDEO: DPD RI Sampaikan Duka Cita",real
"Bentrokan di Surabaya Pecah, Api Berkobar di Grahadi",real
"Stasiun MRT Istora Mandiri Ditutup Sementara Imbas Demo Hari Ini",real
"VIDEO: Ratusan Ojol Di Solo Tuntut Keadilan untuk Affan Kurniawan",real
"AS Wanti-wanti Warganya soal Demo di Berbagai Daerah Indonesia",real
"VIDEO: Rusuh, Suasana Unjuk Rasa di Kwitang Jakarta",real
"VIDEO: Brimob Tembakkan Gas Air Mata di Kwitang, Massa Berhamburan",real
"VIDEO: Demo Serikat Pekerja Protes Kebijakan Trump",real
"Klub Prancis Marseille Soroti Kematian Affan Kurniawan",real
"Rupiah Merosot ke Rp16.499 di Tengah Panasnya Demo di Berbagai Kota",real
"VIDEO: Lautan Manusia di Simpang Lima Senen, Delapan Mobil Dibakar",real
"Demo Ojol-Mahasiswa Ricuh di Berbagai Daerah: Jakarta hingga Solo",real
"Bacaan Maulid Simtudduror: Teks Arab, Latin, dan Artinya",real
"Mahasiswa Datangi Polda, Respons Affan Tewas Dilindas Rantis Brimob",real
"Solidaritas Affan, Bentrok Massa dan Aparat Pecah di Surabaya dan Solo",real
"Polri Dalami Siapa yang Jadi Sopir Rantis Tabrak Affan Kurniawan",real
"Massa Demo Mulai Datangi DPR, Tuntut Parlemen dan Aparat Tak Arogan",real
"ILUNI FKUI Siap Beri Bantuan Medis Demo Mahasiswa dan Masyarakat",real
"Demo Ojol di Brimob Kwitang: Gas Air Mata Ditembakkan, Ambulans Datang",real
"VIDEO: Kapolsek Terluka Terkena Lemparan Batu",real
"VIDEO: Pemprov DKI Jakarta Pastikan Beri Bantuan Penuh pada Korban",real
"Menko Polkam: Investigasi Tewasnya Affan akan Dilakukan Transparan",real
"VIDEO: Gubernur Jakarta Sambangi Rumah Duka",real
"Polri soal Pengusutan Kematian Affan: Tidak Ada yang Ditutup-tutupi",real
"VIDEO: Bentrokan Meluas ke Kawasan Lain",real
"Kenapa Badan Terasa Pegal Saat Bangun Tidur?",real
"Lady Gaga Rilis Lagu untuk Wednesday 2 pada 3 September",real
"Pelajar RI di Luar Negeri Kecam Polisi Lindas Driver Ojol hingga Tewas",real
"Mahfud: Saya Dengar Gaji DPR Bisa Miliaran Rupiah per Bulan",real
"Manajemen Mal Atrium Senen Bantah Isu Dijarah Massa Demo: Hoaks",real
"Affan Tewas Dilindas Brimob, Massa Ojol Salat Gaib di Makassar",real
"Divhumas Polri Gelar Salat Gaib Doakan Almarhum Driver Ojol Affan",real
"Brimob Tembakkan Gas Air Mata, Massa Ojol di Kwitang Berhamburan",real
"Spanduk Ojol & Mahasiswa di DPRD Jabar: Rakyat Ditindas dan Dilindas",real
"Pakar Berkendara Sorot Psikis Sopir Rantis Brimob yang Lindas Ojol",real
"Pertamina Pastikan Seluruh SPBU di Wilayah Demo Jakarta Tetap Buka",real
"Viral Emak-emak Kerudung Pink di Garis Depan Demo DPR 28 Agustus",real
"Pertahanan Tembus, Massa Ojol Kembali Kepung Mako Brimob",real
"Link Live Streaming Indonesia vs Vietnam di Piala AFF Putri U-16",real
"Relawan Ibu-ibu Siapkan Logistik untuk Pedemo di Polda Metro Hari Ini",real
"Muhammadiyah Minta Polisi yang Tewaskan Affan Ditindak Tegas",real
"Link Cek Pengumuman Hasil SKD Sekolah Kedinasan 2025",real
"Wamenkomdigi Sebut Pemanggilan TikTok dan Meta Bukan Soal Konten Demo",real
"FOTO: Summit Data Kependudukan Semester I 2025",real
"Komnas HAM Buka Posko Aduan Masyarakat Terdampak Ricuh Demo DPR",real
"Seleb Murka Affan Kurniawan Dilindas Rantis: Rakyat Jadi Korban Lagi",real
"Obat Maag Bisa Digunakan untuk Menangkal Gas Air Mata, Ini Kata Dokter",real
"Kemenpan-RB: Data Kependudukan Fondasi Pelayanan Publik yang Inklusif",real
"Solidaritas Affan Kurniawan, Ratusan Ojol Datangi Polda DIY",real
"Demo Memanas, Sejumlah Kantor di Jakarta Pulangkan Karyawan Cepat",real
"Pertama dalam Sejarah Korsel, Eks Ibu Negara Didakwa Tuduhan Suap",real
"Pemprov DKI Tak Akan Cabut KJP Bila Siswa Terlibat Unjuk Rasa",real
"Kematian Affan Ojol, Demo Panas DPR dan Pentingnya Empati Wakil Rakyat",real
"VIDEO: Buntut Kerusuhan 5 Mobil di Kawasan Kwitang Hangus Dibakar",real
"Rizky Ridho Soroti Demokrasi di Indonesia",real
"Istri Andi Mallarangeng, Vitri Cahyaningsih Jadi Komisaris Elnusa",real
"VIDEO: Nestapa Pengemudi Ojol Ditabrak Mobil Rantis",real
"Mahfud MD: Biang Masalah Bukan Pendemo atau Aparat, tapi Pejabat Korup",real
"FOTO: Bangkai Mobil Hangus Saksi Amarah Massa di Markas Brimob Kwitang",real
"VIDEO: Suasana Terkini Pemakaman Affan di TPU Karet Bivak",real
"Ucapan Gus Dur soal 3 Polisi Jujur Viral Lagi Buntut Kematian Affan",real
"Bangkai Mobil Kericuhan di Sekitar Mako Brimob Kwitang Mulai Diangkut",real
"Mendag Akan Putus Importir Food Tray MBG Jika Terbukti Mengandung Babi",real
"Dedi Mulyadi Larang Penggunaan Knalpot Brong di Jawa Barat",real
"Nikita Mirzani Akui Geregetan Hadapi Saksi Ahli JPU hingga Nangis",real
"Ditjen Dukcapil Perkuat Sistem Data Kependudukan Melalui SIAK-ABIS",real
"Komisi III DPR Mau Panggil Polri Bahas Kasus Affan Kurniawan",real
"Tips Diet ala Lisa BLACKPINK: Enggak Pernah Habiskan Makanan",real
"Grab dan Gojek Ganti Logo Jadi Hitam, Berduka Affan Kurniawan Tewas",real
"Massa Ojol Kembali Menyemut di Depan Mako Brimob Kwitang",real
"Anggota DPR MPR Bersuara soal Affan Kurniawan Tewas Dilindas Rantis",real
"Sahroni Dicopot dari Komisi III Usai Viral Respons Kritik Bubarkan DPR",real
"FOTO: Ibrahimovic dan Kaka di Drawing Liga Champions",real
"FOTO: Jumat Pagi, Gas Air Mata Sapa Massa di Kwitang",real
"Jenis Soal TKA untuk SMA, SMP, dan SD Lengkap dengan Jadwalnya",real
"Pernyataan Lengkap Prabowo soal Kematian Driver Ojol Affan",real
"VIDEO: Presiden Prabowo Perintahkan Insiden Ojol Diusut Tuntas",real
"Kapolda Metro Respons Kematian Affan: Kita Akan Tindak Tegas Anggota",real
"Bank Mandiri Akselerasi Inklusivitas di Southeast Asia Deaf Games 2025",real
"VIDEO: Penyataan Prabowo soal Kematian Affan Dilindas Mobil Brimob",real
"Rupiah Amblas ke Rp16.464 Imbas 'Panas' Ojol Tewas Dilindas Rantis",real
"VIDEO: Mako Brimob Kwitang Sempat Ricuh, TNI Ajak Dialog Massa Aksi",real
"Koalisi Sipil Desak Prabowo Bentuk Tim Khusus Usut Kematian Affan",real
"Film George Clooney-Adam Sandler Dapat Standing Ovation 8,5 Menit",real
"Google Update Fitur Edit Gambar Gemini, Diklaim Makin Canggih",real
"IHSG Anjlok 2,27 Persen, 662 Saham Rontok di Tengah Panas Demo",real
"Media Asing Soroti Affan Ojol Tewas Dilindas Rantis Brimob",real
"Prabowo Kecewa Rantis Brimob Lindas Affan hingga Tewas",real
"17 KA Berhenti di Stasiun Jatinegara Imbas Demo di Gambir dan Senen",real
"FOTO: Barley, Bahan 'Talbinah' Obat Kesedihan Rasulullah SAW",real
"Prabowo Perintahkan Tindak Keras Polisi yang Terlibat Kematian Affan",real
"Resmi: UFC 322 Maddalena vs Islam Makhachev Digelar 15 November",real
"VIDEO: Ribuan Driver Ojol Antar Jenazah Affan ke TPU Karet Bivak",real
"Akun Medsos Brimob 'Diserbu' Netizen Usai Affan Tewas Dilindas Rantis",real
"Bayi 11 Bulan di Petamburan Sesak Nafas Kena Gas Air Mata",real
"Affan Meninggal Dilindas Rantis, ICW Sindir Anggaran Jumbo Polri",real
"Ojol Se-Indonesia Berduka, Nyatakan 5 Sikap Usai Affan Kurniawan Tewas",real
"Ojol Teriaki Kapolda Usai Hadir di Pemakaman Affan di Karet Bivak",real
"Harga Minyak Melemah Tersengat Sentimen dari AS",real
"FOTO: Tangis Ibu Lepas Kepergian Affan Kurniawan",real
"Respons Polri Usai Affan Tewas Dilindas Brimob",real
"Yenny Wahid soal Kematian Affan: Tragedi Ini Tidak Boleh Terulang",real
"4 Rekomendasi Situs Translate Bahasa Arab dan Fiturnya",real
"4 Korban Demo Termasuk 1 Ojol Masih Dirawat di RS Pelni, Kondisi Sadar",real
"Jessie J Harus Kembali Operasi Kanker Payudara",real
"BSSN Tegaskan Keamanan Data Kependudukan Fondasi Kepercayaan Publik",real
"Amnesty-Greenpeace Desak RI Cabut Kebijakan Tak Berpihak ke Rakyat",real
"Ketua Fraksi PAN Minta Penanganan Kasus Affan Ojol Transparan dan Adil",real
"VIDEO: Festival Perang Tomat di Spanyol, Sejam Saling Lempar Tomat",real
"Brimob Minta Maaf ke Massa Aksi Demo Kwitang, Ramai Disoraki",real
"Saraswati Ponakan Prabowo Tuntut Polisi Tanggung Jawab Kematian Affan",real
"VIDEO: Suasana Haru Pemakaman Affan Kurniawan di TPU Karet Bivak",real
"VIDEO: CEO Goto Bertakdziah Ke Rumah Driver Ojol",real
"Blok Masela Senilai Rp342 T Mulai Dibangun, Akan Serap 12 Ribu Pekerja",real
"Anies: Peristiwa yang Dialami Affan Tidak Boleh Berulang Lagi",real
"Drawing Liga Champions: Video Pemain Kairat Girang Bertemu Madrid",real
"VIDEO: Aplikator Goto Datangi Rumah Duka Driver Ojek",real
"KontraS Catat 55 Kekerasan Polisi Saat Amankan Demo 5 Bulan Terakhir",real
"FOTO: Penampakan Tulang Rahang Manusia Purba Berusia 1,8 Juta Tahun",real
"Massa Mulai Tinggalkan Mako Brimob Usai Dialog Bareng TNI",real
"VIDEO: Anies Baswedan Melayat ke Rumah Duka Affan Kurniawan",real
"50 Contoh Kalimat Definisi, Pengertian, dan Ciri-cirinya",real
"Dukcapil Kemendagri Beber Tiga Nama Unik Terpanjang di RI",real
"Uya Kuya Akhirnya Minta Maaf Usai Aksi Joget di DPR Viral",real
"Erdogan Pamer Steel Dome, Pertahanan Udara Baru Turki Saingi Iron Dome",real
"VIDEO: Kapolri Minta Maaf Kepada Keluarga Korban",real
"Satu Pengemudi Ojol Masih Dirawat Intensif di RS Usai Demo 28 Agustus",real
"Koalisi Sipil Desak Prabowo dan Listyo Tanggung Jawab Kematian Affan",real
"Haru Pemakaman Affan Diantar Ribuan Masyarakat di TPU Karet Bivak",real
"Affan Meninggal dan Rakyat Demo DPR, Melly Goeslaw Minta Maaf",real
"RI Hadapi 5 Sengketa Dagang dengan Uni Eropa di WTO",real
"Bintang Persib Turut Berduka atas Kematian Affan Kurniawan",real
"Rantis Rimueng Pernah Lindungi Bupati Sudewo Saat Diamuk Warga Pati",real
"Dukcapil dan BPS Bersinergi Wujudkan Data Kependudukan Tunggal",real
"Ivan Gunawan Donasi Rp2 Miliar untuk Palestina di Baznas Awards 2025",real
"Kampus Universitas Hamzanwadi Melakukan Pungli pada Mahasiswa Karena Rektor Gagal dalam Pencalonan sebagai Gubernur",real
"Cara Menjelaskan Huru-hara Politik pada Si Kecil",real
"IHGS Amblas ke 7.861 di Tengah Demonstrasi Memanas",real
"3 Fakta Menarik Jelang Debut Megawati di Manisa BBSK",real
"VIDEO: Jelang Pemakaman Korban Ditabrak Mobil Brimob",real
"TNI Ikut Terjun Ajak Dialog Massa Ojol yang Kepung Brimob Kwitang",real
"Sempat Ricuh di Otista, Polisi Klaim Massa Telah Membubarkan Diri",real
"Tata Cara Sholat Qobliyah Jumat Lengkap Bacaan Niatnya",real
"VIDEO: Suasana Rumah Duka Affan Kurniawan yang Tewas Dilindas Rantis",real
"Ada Kelangkaan BBM di SPBU Shell dan BP, ESDM Beri Solusi Ini",real
"MK Tolak Uji Materi UU Pengelolaan Zakat, Tentukan Arah Revisi",real
"Negara Ini Naikkan Pajak Demi Bayar Utang, Berujung Demo Mematikan",real
"5 Rekomendasi Drama Korea Terpopuler Agustus 2025",real
"Anies Melayat ke Rumah Duka Affan Kurniawan, Ikut Salat Jenazah",real
"Polisi Tembak Gas Air Mata Bubarkan Massa Ojol Kepung Brimob Kwitang",real
"Kemacetan Mengular di Pasar Senen, Jalan ke Kwitang Ditutup",real
"VIDEO: Dampak Demo Ke Perjalanan Kereta Dan Fasum",real
"Bisa Jadi Pengganti Susu, Ini 5 Ikan yang Mengandung Kalsium Tinggi",real
"Jadwal Siaran Langsung Debut Megawati di Manisa BBSK",real
